match_id,date,team_1,team_2,winner,result,venue,city,toss_winner,toss_decision,by_runs,by_wickets
1474261,2025-03-01,Singapore,Bahrain,Bahrain,,Singapore National Cricket Ground,Singapore,Singapore,bat,,7.0
1474262,2025-03-02,Singapore,Bahrain,Bahrain,,Singapore National Cricket Ground,Singapore,Singapore,bat,,8.0
1443549,2025-03-16,Pakistan,New Zealand,New Zealand,,"Hagley Oval, Christchurch",Christchurch,New Zealand,field,,9.0
1443550,2025-03-18,Pakistan,New Zealand,New Zealand,,"University Oval, Dunedin",Dunedin,New Zealand,field,,5.0
1443551,2025-03-21,New Zealand,Pakistan,Pakistan,,"Eden Park, Auckland",Auckland,Pakistan,field,,9.0
1443552,2025-03-23,New Zealand,Pakistan,New Zealand,,"Bay Oval, Mount Maunganui",Mount Maunganui,Pakistan,field,115.0,
1475525,2025-03-10,Malaysia,Bahrain,Bahrain,,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Bahrain,field,,6.0
1475526,2025-03-11,Hong Kong,Bahrain,Bahrain,,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Hong Kong,bat,,8.0
1475527,2025-03-12,Hong Kong,Malaysia,Hong Kong,,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Hong Kong,bat,42.0,
1475528,2025-03-13,Bahrain,Malaysia,Bahrain,,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Malaysia,field,35.0,
1475531,2025-03-17,Hong Kong,Bahrain,Bahrain,,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Hong Kong,bat,,8.0
1476795,2025-03-19,Canada,Namibia,Namibia,,"Namibia Cricket Ground, Windhoek",Windhoek,Namibia,field,,3.0
1476797,2025-03-22,Canada,Namibia,Namibia,,"Namibia Cricket Ground, Windhoek",Windhoek,Canada,bat,,10.0
1476798,2025-03-23,Canada,Namibia,Namibia,,"Namibia Cricket Ground, Windhoek",Windhoek,Namibia,field,,8.0
1443553,2025-03-26,Pakistan,New Zealand,New Zealand,,"Sky Stadium, Wellington",Wellington,New Zealand,field,,8.0
1475530,2025-03-15,Malaysia,Hong Kong,Hong Kong,,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Malaysia,bat,,8.0
1478228,2025-04-07,Norway,Portugal,Norway,,Santarem Cricket Ground,Albergaria,Portugal,field,39.0,
1478229,2025-04-08,Norway,Portugal,Portugal,,Santarem Cricket Ground,Albergaria,Norway,bat,,4.0
1478230,2025-04-09,Portugal,Norway,Portugal,,Santarem Cricket Ground,Albergaria,Portugal,bat,54.0,
1479320,2025-04-09,Qatar,Nepal,Nepal,,"Mission Road Ground, Mong Kok, Hong Kong",Mong Kok,Nepal,field,,8.0
1479321,2025-04-09,Hong Kong,Kuwait,Kuwait,,"Mission Road Ground, Mong Kok, Hong Kong",Mong Kok,Kuwait,field,,4.0
1479322,2025-04-10,Kuwait,Nepal,Nepal,,"Mission Road Ground, Mong Kok, Hong Kong",Mong Kok,Nepal,field,,6.0
1479323,2025-04-10,Hong Kong,Qatar,Hong Kong,,"Mission Road Ground, Mong Kok, Hong Kong",Mong Kok,Qatar,field,68.0,
1479324,2025-04-12,Qatar,Kuwait,Kuwait,,"Mission Road Ground, Mong Kok, Hong Kong",Mong Kok,Kuwait,field,,6.0
1479326,2025-04-13,Hong Kong,Qatar,Hong Kong,,"Mission Road Ground, Mong Kok, Hong Kong",Mong Kok,Qatar,field,1.0,
1479327,2025-04-13,Kuwait,Nepal,Kuwait,,"Mission Road Ground, Mong Kok, Hong Kong",Mong Kok,Nepal,field,3.0,
1481295,2025-04-17,Mexico,Costa Rica,Mexico,,"Clayton Panama, Panama City",Panama City,Costa Rica,field,124.0,
1481296,2025-04-17,Panama,Turks and Caicos Island,Panama,,"Clayton Panama, Panama City",Panama City,Panama,bat,49.0,
1481297,2025-04-18,Costa Rica,Panama,Panama,,"Clayton Panama, Panama City",Panama City,Costa Rica,bat,,9.0
1481298,2025-04-18,Turks and Caicos Island,Mexico,Mexico,,"Clayton Panama, Panama City",Panama City,Turks and Caicos Island,bat,,8.0
1481299,2025-04-19,Costa Rica,Turks and Caicos Island,Turks and Caicos Island,,"Clayton Panama, Panama City",Panama City,Costa Rica,bat,,10.0
1481300,2025-04-19,Panama,Mexico,Panama,,"Clayton Panama, Panama City",Panama City,Panama,bat,6.0,
1481301,2025-04-20,Turks and Caicos Island,Costa Rica,Costa Rica,,"Clayton Panama, Panama City",Panama City,Turks and Caicos Island,bat,21.0,
1481303,2025-04-19,United States of America,Cayman Islands,United States of America,,"Jimmy Powell Oval, Cayman Islands",George Town,United States of America,bat,79.0,
1481304,2025-04-19,Bermuda,Canada,Canada,,"Jimmy Powell Oval, Cayman Islands",George Town,Bermuda,bat,,5.0
1481305,2025-04-20,United States of America,Bahamas,United States of America,,"Jimmy Powell Oval, Cayman Islands",George Town,United States of America,bat,149.0,
1481306,2025-04-20,Bermuda,Cayman Islands,Bermuda,,"Jimmy Powell Oval, Cayman Islands",George Town,Bermuda,bat,30.0,
1481307,2025-04-21,Bahamas,Canada,Canada,,"Jimmy Powell Oval, Cayman Islands",George Town,Bahamas,bat,,10.0
1481308,2025-04-21,Bermuda,United States of America,United States of America,,"Jimmy Powell Oval, Cayman Islands",George Town,Bermuda,bat,,10.0
1481309,2025-04-23,Canada,Cayman Islands,Canada,,"Jimmy Powell Oval, Cayman Islands",George Town,Cayman Islands,field,94.0,
1481310,2025-04-23,Bahamas,Bermuda,Bermuda,,"Jimmy Powell Oval, Cayman Islands",George Town,Bahamas,bat,,10.0
1481311,2025-04-24,Cayman Islands,Bahamas,Cayman Islands,,"Jimmy Powell Oval, Cayman Islands",George Town,Cayman Islands,bat,79.0,
1481312,2025-04-24,Canada,United States of America,Canada,,"Jimmy Powell Oval, Cayman Islands",George Town,Canada,bat,17.0,
1482088,2025-04-24,Saudi Arabia,Thailand,Saudi Arabia,,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Saudi Arabia,bat,66.0,
1482089,2025-04-24,Malaysia,Singapore,Malaysia,,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Malaysia,bat,28.0,
1482090,2025-04-25,Thailand,Malaysia,Malaysia,,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Malaysia,field,,7.0
1482091,2025-04-25,Saudi Arabia,Singapore,Saudi Arabia,,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Saudi Arabia,bat,96.0,
1482092,2025-04-26,Saudi Arabia,Malaysia,Malaysia,,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Saudi Arabia,bat,,5.0
1482093,2025-04-26,Singapore,Thailand,Singapore,,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Singapore,bat,10.0,
1481313,2025-04-26,Cayman Islands,Canada,Canada,,"Jimmy Powell Oval, Cayman Islands",George Town,Cayman Islands,bat,,10.0
1481314,2025-04-26,Bermuda,United States of America,United States of America,,"Jimmy Powell Oval, Cayman Islands",George Town,Bermuda,bat,,10.0
1481315,2025-04-27,Canada,United States of America,United States of America,,"Jimmy Powell Oval, Cayman Islands",George Town,Canada,bat,,6.0
1482094,2025-04-28,Saudi Arabia,Thailand,Saudi Arabia,,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Thailand,field,39.0,
1482096,2025-04-29,Malaysia,Thailand,Malaysia,,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Thailand,field,70.0,
1482097,2025-04-29,Singapore,Saudi Arabia,Saudi Arabia,,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Singapore,bat,,7.0
1482098,2025-04-30,Malaysia,Saudi Arabia,Saudi Arabia,,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Saudi Arabia,field,,7.0
1482100,2025-05-02,Singapore,Thailand,Singapore,,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Singapore,bat,30.0,
1482101,2025-05-02,Malaysia,Saudi Arabia,Malaysia,,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Malaysia,bat,18.0,
1482828,2025-05-06,Malta,Estonia,Malta,,Marsa Sports Club,Marsa,Estonia,field,26.0,
1482829,2025-05-06,Malta,Estonia,Estonia,,Marsa Sports Club,Marsa,Estonia,field,,4.0
1482819,2025-05-07,Thailand,Cook Islands,Cook Islands,,Sano International Cricket Ground,Sano,Thailand,bat,,3.0
1482820,2025-05-08,Japan,Thailand,Japan,,Sano International Cricket Ground,Sano,Japan,bat,61.0,
1482821,2025-05-09,Cook Islands,Thailand,Thailand,,Sano International Cricket Ground,Sano,Thailand,field,,8.0
1482822,2025-05-09,Japan,Cook Islands,Japan,,Sano International Cricket Ground,Sano,Cook Islands,field,34.0,
1482825,2025-05-11,Japan,Thailand,Thailand,,Sano International Cricket Ground,Sano,Japan,bat,,6.0
1482830,2025-05-07,Malta,Estonia,Malta,,Marsa Sports Club,Marsa,Estonia,field,101.0,
1482826,2025-05-13,Cook Islands,Japan,Japan,,Sano International Cricket Ground,Sano,Cook Islands,bat,,2.0
1482827,2025-05-14,Japan,Cook Islands,Japan,,Sano International Cricket Ground,Sano,Cook Islands,field,42.0,
1484051,2025-05-17,Bangladesh,United Arab Emirates,Bangladesh,,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,field,27.0,
1484052,2025-05-19,Bangladesh,United Arab Emirates,United Arab Emirates,,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,field,,2.0
1486225,2025-05-17,Austria,Slovenia,Austria,,"Velden Cricket Ground, Latschach",Latschach,Slovenia,field,75.0,
1486227,2025-05-18,Slovenia,Austria,Austria,,"Ballpark Ground, Graz",Graz,Slovenia,bat,,5.0
1486228,2025-05-18,Austria,Slovenia,Austria,,"Ballpark Ground, Graz",Graz,Austria,bat,168.0,
1486582,2025-05-21,Bangladesh,United Arab Emirates,United Arab Emirates,,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,field,,7.0
1483785,2025-05-28,Pakistan,Bangladesh,Pakistan,,"Gaddafi Stadium, Lahore",Lahore,Pakistan,bat,37.0,
1483786,2025-05-30,Pakistan,Bangladesh,Pakistan,,"Gaddafi Stadium, Lahore",Lahore,Pakistan,bat,57.0,
1483787,2025-06-01,Bangladesh,Pakistan,Pakistan,,"Gaddafi Stadium, Lahore",Lahore,Pakistan,field,,7.0
1483788,2025-05-30,Austria,Switzerland,Austria,,"Velden Cricket Ground, Latschach",Latschach,Austria,bat,29.0,
1483789,2025-05-31,Austria,Switzerland,Austria,,"Velden Cricket Ground, Latschach",Latschach,Switzerland,field,17.0,
1485343,2025-05-30,Belgium,Portugal,Portugal,,"Stars Arena Hofstade, Zemst",Zemst,Belgium,bat,,5.0
1485344,2025-05-31,Belgium,Portugal,Portugal,,"Stars Arena Hofstade, Zemst",Zemst,Belgium,bat,,5.0
1485345,2025-05-30,Malta,Portugal,Portugal,,"Stars Arena Hofstade, Zemst",Zemst,Portugal,field,,8.0
1485346,2025-05-30,Malta,Belgium,Belgium,,"Stars Arena Hofstade, Zemst",Zemst,Malta,bat,,6.0
1485347,2025-05-31,Malta,Portugal,Portugal,,"Stars Arena Hofstade, Zemst",Zemst,Malta,bat,,8.0
1485348,2025-05-31,Belgium,Malta,Belgium,,"Stars Arena Hofstade, Zemst",Zemst,Malta,field,103.0,
1486224,2025-06-01,Belgium,Portugal,Belgium,,"Stars Arena Hofstade, Zemst",Zemst,Portugal,field,44.0,
1486784,2025-05-31,Austria,Switzerland,Switzerland,,"Velden Cricket Ground, Latschach",Latschach,Austria,bat,,3.0
1486785,2025-06-01,Austria,Switzerland,Austria,,"Velden Cricket Ground, Latschach",Latschach,Austria,bat,17.0,
1448346,2025-06-06,England,West Indies,England,,"Riverside Ground, Chester-le-Street",Chester-le-Street,England,bat,21.0,
1486790,2025-06-07,Slovenia,Serbia,Serbia,,Lisicji Jarak Cricket Ground,Belgrade,Slovenia,bat,,9.0
1487813,2025-06-06,Jersey,Guernsey,Guernsey,,"Grainville, St Saviour",St Saviour,Guernsey,field,13.0,
1487814,2025-06-07,Guernsey,Jersey,Jersey,,"Grainville, St Saviour",St Saviour,Jersey,field,,7.0
1448347,2025-06-08,West Indies,England,England,,"County Ground, Bristol",Bristol,England,field,,4.0
1448348,2025-06-10,England,West Indies,England,,"The Rose Bowl, Southampton",Southampton,West Indies,field,37.0,
1483731,2025-06-08,Czech Republic,Austria,Austria,,"Scott Page Field, Vinor",Prague,Austria,field,,10.0
1483732,2025-06-08,Norway,Czech Republic,Norway,,"Scott Page Field, Vinor",Prague,Norway,bat,37.0,
1483733,2025-06-09,Norway,Austria,Norway,,"Scott Page Field, Vinor",Prague,Norway,bat,22.0,
1483734,2025-06-09,Austria,Czech Republic,Austria,,"Scott Page Field, Vinor",Prague,Austria,bat,161.0,
1483735,2025-06-10,Norway,Czech Republic,Norway,,"Scott Page Field, Vinor",Prague,Czech Republic,field,41.0,
1483736,2025-06-10,Norway,Austria,Austria,,"Scott Page Field, Vinor",Prague,Norway,bat,,9.0
1486791,2025-06-08,Serbia,Slovenia,Serbia,,Lisicji Jarak Cricket Ground,Belgrade,Slovenia,field,24.0,
1487815,2025-06-07,Jersey,Guernsey,Jersey,,"Grainville, St Saviour",St Saviour,Jersey,bat,3.0,
1488319,2025-06-11,Indonesia,Cambodia,Cambodia,,Udayana Cricket Ground,Bali,Cambodia,field,,8.0
1488320,2025-06-12,Indonesia,Cambodia,Cambodia,,Udayana Cricket Ground,Bali,Cambodia,field,,5.0
1488321,2025-06-12,Indonesia,Cambodia,Cambodia,,Udayana Cricket Ground,Bali,Indonesia,bat,,6.0
1488322,2025-06-14,Cambodia,Indonesia,Indonesia,,Udayana Cricket Ground,Bali,Indonesia,field,,9.0
1488324,2025-06-15,Indonesia,Cambodia,Cambodia,,Udayana Cricket Ground,Bali,Cambodia,field,,9.0
1488325,2025-06-15,Indonesia,Cambodia,Cambodia,,Udayana Cricket Ground,Bali,Indonesia,bat,,10.0
1488338,2025-06-13,Denmark,Finland,Denmark,,"Ishoj Cricket Club, Vejledalen",Ishoj,Finland,field,121.0,
1488339,2025-06-14,Finland,Norway,Finland,,"Ishoj Cricket Club, Vejledalen",Ishoj,Finland,bat,11.0,
1488340,2025-06-14,Denmark,Sweden,Denmark,,Koge Cricket Club,Koge,Denmark,bat,18.0,
1488341,2025-06-14,Denmark,Norway,Norway,,Koge Cricket Club,Koge,Denmark,bat,,9.0
1488342,2025-06-14,Sweden,Finland,Sweden,,"Ishoj Cricket Club, Vejledalen",Ishoj,Finland,field,71.0,
1488343,2025-06-15,Sweden,Norway,Norway,,"Ishoj Cricket Club, Vejledalen",Ishoj,Sweden,bat,,2.0
1489581,2025-06-12,Canada,Bahamas,Canada,,"Maple Leaf North-East Ground, King City",King City,Canada,bat,107.0,
1489582,2025-06-12,Bermuda,Cayman Islands,Bermuda,,"Maple Leaf North-East Ground, King City",King City,Bermuda,bat,30.0,
1489584,2025-06-13,Bermuda,Bahamas,Bermuda,,"Maple Leaf North-East Ground, King City",King City,Bermuda,bat,18.0,
1489585,2025-06-13,Canada,Cayman Islands,Canada,,"Maple Leaf North-East Ground, King City",King City,Canada,bat,126.0,
1472516,2025-06-15,West Indies,Ireland,West Indies,,"Bready Cricket Club, Magheramason, Bready",Bready,Ireland,field,62.0,
1485938,2025-06-15,Scotland,Netherlands,Scotland,,"Titwood, Glasgow",Glasgow,Netherlands,field,39.0,
1488344,2025-06-15,Finland,Norway,Finland,,"Ishoj Cricket Club, Vejledalen",Ishoj,Finland,bat,22.0,
1485940,2025-06-17,Scotland,Nepal,Nepal,,"Titwood, Glasgow",Glasgow,Nepal,field,,2.0
1485941,2025-06-19,Netherlands,Nepal,Nepal,,"Titwood, Glasgow",Glasgow,Nepal,field,,6.0
1485942,2025-06-18,Netherlands,Scotland,Netherlands,,"Titwood, Glasgow",Glasgow,Scotland,field,17.0,
1485943,2025-06-20,Scotland,Nepal,Scotland,,"Titwood, Glasgow",Glasgow,Scotland,bat,34.0,
1486786,2025-06-21,Hungary,Slovenia,Hungary,,"GB Oval, Szodliget",Szodliget,Hungary,bat,122.0,
1486787,2025-06-21,Hungary,Slovenia,Hungary,,"GB Oval, Szodliget",Szodliget,Hungary,bat,62.0,
1486788,2025-06-22,Slovenia,Hungary,Hungary,,"GB Oval, Szodliget",Szodliget,Slovenia,bat,,9.0
1487631,2025-06-21,Switzerland,Luxembourg,Switzerland,,Pierre Werner Cricket Ground,Walferdange,Luxembourg,field,57.0,
1487632,2025-06-21,Switzerland,Luxembourg,Switzerland,,Pierre Werner Cricket Ground,Walferdange,Switzerland,bat,11.0,
1487633,2025-06-22,Switzerland,Luxembourg,Luxembourg,,Pierre Werner Cricket Ground,Walferdange,Switzerland,bat,,7.0
1488326,2025-06-15,Canada,Bermuda,Canada,,"Maple Leaf North-West Ground, King City",King City,Bermuda,field,110.0,
1488327,2025-06-15,Cayman Islands,Bahamas,Cayman Islands,,"Maple Leaf North-West Ground, King City",King City,Bahamas,field,38.0,
1488328,2025-06-16,Canada,Cayman Islands,Canada,,"Maple Leaf North-West Ground, King City",King City,Cayman Islands,field,59.0,
1488329,2025-06-16,Bahamas,Bermuda,Bermuda,,"Maple Leaf North-West Ground, King City",King City,Bahamas,bat,,7.0
1488330,2025-06-18,Cayman Islands,Bermuda,Bermuda,,"Maple Leaf North-West Ground, King City",King City,Bermuda,field,,7.0
1488331,2025-06-18,Bahamas,Canada,Canada,,"Maple Leaf North-West Ground, King City",King City,Canada,field,,10.0
1488332,2025-06-19,Bermuda,Bahamas,Bermuda,,"Maple Leaf North-West Ground, King City",King City,Bahamas,field,26.0,
1488333,2025-06-19,Canada,Cayman Islands,Canada,,"Maple Leaf North-West Ground, King City",King City,Cayman Islands,field,42.0,
1488334,2025-06-21,Bahamas,Canada,Canada,,"Maple Leaf North-West Ground, King City",King City,Canada,field,,7.0
1488335,2025-06-21,Bermuda,Cayman Islands,Cayman Islands,,"Maple Leaf North-West Ground, King City",King City,Cayman Islands,field,,9.0
1488336,2025-06-22,Cayman Islands,Bahamas,Cayman Islands,,"Maple Leaf North-West Ground, King City",King City,Bahamas,field,49.0,
1490239,2025-06-16,Cambodia,Indonesia,Indonesia,,Udayana Cricket Ground,Bali,Indonesia,field,,4.0
1490882,2025-06-26,France,Malta,Malta,,"Moara Vlasiei Cricket Ground, Ilfov County",Ilfov County,France,bat,,6.0
1490884,2025-06-26,Belgium,Malta,Belgium,,"Moara Vlasiei Cricket Ground, Ilfov County",Ilfov County,Malta,field,65.0,
1490885,2025-06-27,Hungary,Austria,Austria,,"Moara Vlasiei Cricket Ground, Ilfov County",Ilfov County,Austria,field,,8.0
1490886,2025-06-27,Belgium,France,Belgium,,"Moara Vlasiei Cricket Ground, Ilfov County",Ilfov County,Belgium,bat,16.0,
1490887,2025-06-27,Hungary,Romania,Romania,,"Moara Vlasiei Cricket Ground, Ilfov County",Ilfov County,Romania,field,,7.0
1490888,2025-06-28,Belgium,Austria,Austria,,"Moara Vlasiei Cricket Ground, Ilfov County",Ilfov County,Austria,field,,4.0
1490889,2025-06-28,Malta,Romania,Malta,,"Moara Vlasiei Cricket Ground, Ilfov County",Ilfov County,Romania,field,13.0,
1490890,2025-06-29,Hungary,France,Hungary,,"Moara Vlasiei Cricket Ground, Ilfov County",Ilfov County,France,field,52.0,
1478865,2025-07-14,Zimbabwe,South Africa,South Africa,,Harare Sports Club,Harare,South Africa,field,,5.0
1478866,2025-07-16,New Zealand,South Africa,New Zealand,,Harare Sports Club,Harare,South Africa,field,21.0,
1485508,2025-07-10,Bangladesh,Sri Lanka,Sri Lanka,,Pallekele International Cricket Stadium,Kandy,Sri Lanka,field,,7.0
1485509,2025-07-13,Bangladesh,Sri Lanka,Bangladesh,,Rangiri Dambulla International Stadium,Dambulla,Sri Lanka,field,83.0,
1485510,2025-07-16,Sri Lanka,Bangladesh,Bangladesh,,"R Premadasa Stadium, Colombo",Colombo,Sri Lanka,bat,,8.0
1490471,2025-07-05,Jersey,Netherlands,Netherlands,,"Sportpark Westvliet, Voorburg",The Hague,Netherlands,field,,7.0
1490472,2025-07-05,Guernsey,Italy,Italy,,"Sportpark Westvliet, Voorburg",The Hague,Italy,field,,7.0
1490475,2025-07-08,Jersey,Guernsey,Jersey,,"Sportpark Westvliet, Voorburg",The Hague,Guernsey,field,22.0,
1490476,2025-07-08,Scotland,Netherlands,Scotland,,"Sportpark Westvliet, Voorburg",The Hague,Scotland,bat,6.0,
1490477,2025-07-09,Italy,Scotland,Italy,,"Sportpark Westvliet, Voorburg",The Hague,Italy,bat,12.0,
1490478,2025-07-09,Netherlands,Guernsey,Netherlands,,"Sportpark Westvliet, Voorburg",The Hague,Netherlands,bat,73.0,
1490479,2025-07-11,Scotland,Jersey,Jersey,,"Sportpark Westvliet, Voorburg",The Hague,Jersey,field,,1.0
1490480,2025-07-11,Italy,Netherlands,Netherlands,,"Sportpark Westvliet, Voorburg",The Hague,Italy,bat,,9.0
1490870,2025-07-06,Philippines,Indonesia,Philippines,,Udayana Cricket Ground,Bali,Indonesia,field,53.0,
1490871,2025-07-07,South Korea,Philippines,Philippines,,Udayana Cricket Ground,Bali,Philippines,field,,7.0
1490872,2025-07-07,Indonesia,Philippines,Indonesia,,Udayana Cricket Ground,Bali,Philippines,field,45.0,
1490873,2025-07-08,Indonesia,South Korea,Indonesia,,Udayana Cricket Ground,Bali,South Korea,field,52.0,
1490874,2025-07-09,South Korea,Philippines,South Korea,,Udayana Cricket Ground,Bali,Philippines,field,39.0,
1490875,2025-07-09,South Korea,Indonesia,Indonesia,,Udayana Cricket Ground,Bali,South Korea,bat,,10.0
1490876,2025-07-10,Indonesia,Philippines,Philippines,,Udayana Cricket Ground,Bali,Indonesia,bat,,9.0
1490877,2025-07-10,Philippines,South Korea,Philippines,,Udayana Cricket Ground,Bali,Philippines,bat,112.0,
1490878,2025-07-12,Indonesia,South Korea,South Korea,,Udayana Cricket Ground,Bali,South Korea,field,,3.0
1490879,2025-07-12,Philippines,South Korea,Philippines,,Udayana Cricket Ground,Bali,Philippines,bat,85.0,
1490880,2025-07-13,Indonesia,Philippines,Philippines,,Udayana Cricket Ground,Bali,Philippines,field,,6.0
1490881,2025-07-13,South Korea,Indonesia,Indonesia,,Udayana Cricket Ground,Bali,South Korea,bat,,7.0
1491604,2025-07-10,Bulgaria,Gibraltar,Gibraltar,,"Vassil Levski National Sports Academy, Sofia",Sofia,Gibraltar,field,,8.0
1491605,2025-07-10,Turkey,Bulgaria,Bulgaria,,"Vassil Levski National Sports Academy, Sofia",Sofia,Bulgaria,field,,8.0
1491606,2025-07-11,Turkey,Gibraltar,Gibraltar,,"Vassil Levski National Sports Academy, Sofia",Sofia,Gibraltar,field,,7.0
1491607,2025-07-11,Gibraltar,Bulgaria,Bulgaria,,"Vassil Levski National Sports Academy, Sofia",Sofia,Bulgaria,field,,6.0
1491608,2025-07-12,Turkey,Bulgaria,Turkey,,"Vassil Levski National Sports Academy, Sofia",Sofia,Bulgaria,field,59.0,
1491609,2025-07-12,Turkey,Gibraltar,Gibraltar,,"Vassil Levski National Sports Academy, Sofia",Sofia,Turkey,bat,,5.0
1491610,2025-07-13,Gibraltar,Bulgaria,Bulgaria,,"Vassil Levski National Sports Academy, Sofia",Sofia,Bulgaria,field,,8.0
1492879,2025-07-08,Bahrain,Tanzania,Tanzania,,"TCA Oval, Blantyre",Blantyre,Tanzania,field,,6.0
1492880,2025-07-05,Malawi,Germany,Germany,,"TCA Oval, Blantyre",Blantyre,Germany,field,,5.0
1492881,2025-07-06,Bahrain,Germany,Bahrain,,"TCA Oval, Blantyre",Blantyre,Bahrain,bat,46.0,
1492883,2025-07-07,Tanzania,Germany,Germany,,"TCA Oval, Blantyre",Blantyre,Tanzania,bat,,4.0
1492884,2025-07-07,Malawi,Bahrain,Bahrain,,"TCA Oval, Blantyre",Blantyre,Malawi,bat,,7.0
1492887,2025-07-10,Tanzania,Bahrain,Bahrain,,"TCA Oval, Blantyre",Blantyre,Bahrain,field,,6.0
1492888,2025-07-10,Malawi,Germany,Malawi,,"TCA Oval, Blantyre",Blantyre,Malawi,bat,8.0,
1492889,2025-07-12,Malawi,Bahrain,Bahrain,,"TCA Oval, Blantyre",Blantyre,Malawi,bat,,10.0
1492890,2025-07-12,Germany,Tanzania,Tanzania,,"TCA Oval, Blantyre",Blantyre,Tanzania,field,,5.0
1492891,2025-07-13,Germany,Malawi,Germany,,"TCA Oval, Blantyre",Blantyre,Germany,bat,37.0,
1492892,2025-07-13,Bahrain,Tanzania,Tanzania,,"TCA Oval, Blantyre",Blantyre,Tanzania,field,,10.0
1494115,2025-07-17,Kenya,Nigeria,Kenya,,Entebbe Cricket Oval,Entebbe,Kenya,bat,20.0,
1472520,2025-07-20,West Indies,Australia,Australia,,"Sabina Park, Kingston, Jamaica",Kingston,Australia,field,,3.0
1472521,2025-07-22,West Indies,Australia,Australia,,"Sabina Park, Kingston, Jamaica",Kingston,Australia,field,,8.0
1478867,2025-07-18,Zimbabwe,New Zealand,New Zealand,,Harare Sports Club,Harare,New Zealand,field,,8.0
1478868,2025-07-20,Zimbabwe,South Africa,South Africa,,Harare Sports Club,Harare,South Africa,field,,7.0
1478869,2025-07-22,South Africa,New Zealand,New Zealand,,Harare Sports Club,Harare,New Zealand,field,,7.0
1478870,2025-07-24,New Zealand,Zimbabwe,New Zealand,,Harare Sports Club,Harare,New Zealand,bat,60.0,
1491903,2025-07-20,Pakistan,Bangladesh,Bangladesh,,"Shere Bangla National Stadium, Mirpur",Dhaka,Bangladesh,field,,7.0
1491904,2025-07-22,Bangladesh,Pakistan,Bangladesh,,"Shere Bangla National Stadium, Mirpur",Dhaka,Pakistan,field,8.0,
1491905,2025-07-24,Pakistan,Bangladesh,Pakistan,,"Shere Bangla National Stadium, Mirpur",Dhaka,Bangladesh,field,74.0,
1494090,2025-07-18,Hong Kong,Malaysia,Malaysia,,Singapore National Cricket Ground,Singapore,Malaysia,field,,5.0
1494091,2025-07-18,Singapore,Samoa,Singapore,,Singapore National Cricket Ground,Singapore,Singapore,bat,52.0,
1494092,2025-07-19,Singapore,Malaysia,Malaysia,,Singapore National Cricket Ground,Singapore,Malaysia,field,,6.0
1494093,2025-07-19,Hong Kong,Samoa,Hong Kong,,Singapore National Cricket Ground,Singapore,Hong Kong,bat,54.0,
1494094,2025-07-20,Hong Kong,Singapore,Hong Kong,,Singapore National Cricket Ground,Singapore,Singapore,field,52.0,
1494095,2025-07-20,Samoa,Malaysia,Malaysia,,Singapore National Cricket Ground,Singapore,Samoa,bat,,6.0
1494096,2025-07-22,Hong Kong,Malaysia,Malaysia,,Singapore National Cricket Ground,Singapore,Malaysia,field,,7.0
1494097,2025-07-22,Samoa,Singapore,Singapore,,Singapore National Cricket Ground,Singapore,Samoa,bat,,3.0
1494098,2025-07-23,Samoa,Hong Kong,Hong Kong,,Singapore National Cricket Ground,Singapore,Hong Kong,field,,3.0
1494099,2025-07-23,Malaysia,Singapore,Malaysia,,Singapore National Cricket Ground,Singapore,Singapore,field,65.0,
1494100,2025-07-24,Samoa,Malaysia,Malaysia,,Singapore National Cricket Ground,Singapore,Malaysia,field,,6.0
1494101,2025-07-24,Hong Kong,Singapore,Hong Kong,,Singapore National Cricket Ground,Singapore,Hong Kong,bat,52.0,
1494103,2025-07-21,Uganda,Kenya,Uganda,,Entebbe Cricket Oval,Entebbe,Uganda,bat,28.0,
1494108,2025-07-19,Uganda,United Arab Emirates,Uganda,,Entebbe Cricket Oval,Entebbe,Uganda,bat,6.0,
1494110,2025-07-23,Kenya,United Arab Emirates,United Arab Emirates,,Entebbe Cricket Oval,Entebbe,Kenya,bat,,7.0
